"id";"taskname";"tasksequence";"istask";"sampen";"apen";"pen";"lle";"energy";"energyen"
"237";"HiddenExit";"3";"1";"1.9116041555997119";"0.41918372340895393";"2.2675549345714034";"0.007258486607629561";"309687.6501264571";"2.646985180683231"
"238";"HiddenExit";"4";"0";"1.9411368703026557";"0.29443966679252576";"2.0567576348688585";"0";"342465.29618832667";"2.673062568956652"
"248";"HiddenExit";"1";"1";"2.180314105187903";"0.5186934979041942";"2.8971293303876413";"0";"182535.6149431808";"2.649879706278533"
"249";"HiddenExit";"2";"0";"2.1428420153827736";"0.5991905608057588";"2.9595455533564548";"0.006421167996862201";"172154.7224999754";"2.6557258303851774"
"250";"HiddenExit";"3";"1";"1.919181837590916";"0.4360092270418372";"2.4678902413766313";"0.003912474043136732";"241583.1253364145";"2.611700914905901"
"251";"HiddenExit";"4";"0";"2.208747750934016";"0.649812118243557";"3.012104007246618";"0.0007133491612901033";"201879.41842306717";"2.6492564724539633"
"261";"HiddenExit";"1";"1";"1.9324267987180261";"0.5348521304684102";"2.781479594334936";"0.0014511443724674353";"158626.18808475928";"2.6758739003867382"
"262";"HiddenExit";"2";"0";"2.1226185972040774";"0.5666198084155569";"2.9014618256141858";"0.011539546717694171";"178376.08951313933";"2.6770312881072784"
"263";"HiddenExit";"3";"1";"2.143996667355428";"0.5164840403148308";"2.9666032210227913";"0.006227384609821004";"201379.46529889625";"2.599814766990499"
"264";"HiddenExit";"4";"0";"1.9865096607512587";"0.5125175313544368";"2.7129350538815284";"0";"194588.91759823973";"2.6625478685344723"
"274";"HiddenExit";"1";"1";"2.092698312508033";"0.5232811199107634";"2.6874656213951544";"0.02119778520632488";"290791.5141991613";"2.682972982403617"
"275";"HiddenExit";"2";"0";"2.208875708739557";"0.5747207069340252";"2.30722610465991";"0";"296183.80166560767";"2.6273350971683955"
"276";"HiddenExit";"3";"1";"2.157908074154607";"0.45997187456217237";"2.422841296689299";"0";"270451.3026907854";"2.6115400194061347"
"277";"HiddenExit";"4";"0";"2.176181737678031";"0.5170665413384201";"2.6587915128652506";"0";"266717.65938070556";"2.630033999369103"
"287";"HiddenExit";"1";"1";"2.135036854307085";"0.4983997648785179";"2.437829473600559";"0.0054895304429516175";"377132.95231633587";"2.6346407535638336"
"288";"HiddenExit";"2";"0";"2.087553797538316";"0.42242220763358196";"2.654225069435384";"0";"244074.5935056367";"2.63717630015108"
"289";"HiddenExit";"3";"1";"2.0905445424906923";"0.4711021671005957";"2.3166024955911952";"0";"464702.5468098506";"2.618320527584637"
"290";"HiddenExit";"4";"0";"2.1215650144910785";"0.5640024605196658";"2.6372086632880896";"0";"305045.2412350561";"2.643661020954448"
"300";"HiddenExit";"1";"1";"2.1147349429306135";"0.535777330410061";"2.4673737184202755";"0";"492365.6063180718";"2.6447945526473133"
"301";"HiddenExit";"2";"0";"1.9251666819571431";"0.38466730217202727";"2.264703730459573";"0";"473836.28031602653";"2.665859780073558"
"302";"HiddenExit";"3";"1";"2.181245347065705";"0.5108715357660407";"2.364091755437624";"0";"506128.4102271093";"2.651345548412039"
"303";"HiddenExit";"4";"0";"2.111322134774355";"0.5331476269452344";"2.4344389916815334";"0.010098971991706375";"486326.8681908261";"2.6469481461507773"
"313";"HiddenExit";"1";"1";"2.2134239480679234";"0.5550324307027172";"2.5208009339554978";"0.009058238484955055";"486444.4586952623";"2.629519905043346"
"314";"HiddenExit";"2";"0";"2.192171935008142";"0.571840678089345";"2.6093133264995245";"0";"499016.74556714454";"2.6385830228339437"
"315";"HiddenExit";"3";"1";"2.1017787215259878";"0.5658186285655042";"2.595987147621413";"-0.016555782649162378";"546650.6189491783";"2.63299004028718"
"316";"HiddenExit";"4";"0";"1.927767273177498";"0.5148510404879914";"2.645885361607167";"0.0018560307481010805";"537871.8136952401";"2.63199191397763"
"326";"HiddenExit";"1";"1";"2.017113471535676";"0.5238067631279852";"2.4965043607448236";"0.007000458354748821";"591372.1435130726";"2.6509044653049703"
"327";"HiddenExit";"2";"0";"2.002422359318656";"0.5483766845135252";"2.5147464282569336";"0.00619522098820886";"601756.6188997577";"2.6613330380484443"
"328";"HiddenExit";"3";"1";"2.167859466669626";"0.510193690745067";"2.422929429336649";"0.00171024764800628";"585372.5392170033";"2.6542704559794905"
"329";"HiddenExit";"4";"0";"2.0567426788851737";"0.44035616471585914";"2.253928485398893";"0.005375136339697835";"649750.3364804564";"2.6301123178189183"
"339";"HiddenExit";"1";"1";"2.1239202087531397";"0.6167128249241811";"2.9293727575232875";"0.0008910408198855739";"214338.94355938918";"2.63653991758499"
"340";"HiddenExit";"2";"0";"2.030992554934951";"0.5470336393290207";"2.789027443965523";"0.0013542556791177258";"221453.38913577475";"2.624788180656206"
"341";"HiddenExit";"3";"1";"2.05001004991516";"0.6021521904213674";"2.8354634902321267";"0.00812749616222456";"213937.97731884016";"2.6398385331359804"
"342";"HiddenExit";"4";"0";"2.166965082573107";"0.5999967554737098";"2.5191525123106993";"0";"228469.22525906976";"2.6409368118731145"
"352";"HiddenExit";"1";"1";"2.2152363909885677";"0.6268530955812692";"2.8373667669066114";"0";"316899.3218647015";"2.6443189003347554"
"353";"HiddenExit";"2";"0";"2.060575540980555";"0.5319699579831636";"2.8418680510863563";"0";"306850.6458481242";"2.659811354658766"
"354";"HiddenExit";"3";"1";"2.2243843456865706";"0.6146639104423368";"2.7256957466250267";"0.0065140497123855855";"324277.9335197937";"2.6484684870531283"
"355";"HiddenExit";"4";"0";"2.0981758968176303";"0.6114050515211265";"2.7928078812804094";"0.009558695259239155";"334140.7355396862";"2.642456326308397"
"365";"HiddenExit";"1";"1";"2.214083010712578";"0.6423285368555134";"2.6077410289732477";"0.009620759548217648";"321560.6475975368";"2.6462654114128084"
"366";"HiddenExit";"2";"0";"2.189943152433298";"0.6425846735179035";"2.6865995096453577";"0.005079067960256982";"244022.17488390193";"2.6502325119502883"
"367";"HiddenExit";"3";"1";"2.2227001347621407";"0.6325493628474845";"2.8816945951132578";"0.005680098846494747";"314318.3259083445";"2.650776577320881"
"368";"HiddenExit";"4";"0";"2.179474636357782";"0.6966162883145239";"2.6941003368864562";"0.0004843833911126741";"308133.39437401283";"2.642799332719553"
"378";"HiddenExit";"1";"1";"2.1629029458391957";"0.5231732907021933";"2.790870977536818";"0";"341195.42991722154";"2.659591720491572"
"379";"HiddenExit";"2";"0";"1.9186594979608058";"0.45285896646526247";"2.3892845487901173";"0.0011561125346018122";"433469.0918107385";"2.6460688337610194"
"380";"HiddenExit";"3";"1";"2.0224652456353556";"0.5120756364477117";"2.4880672221614617";"0";"390835.776205593";"2.645064998310132"
"381";"HiddenExit";"4";"0";"2.1352667027921397";"0.47391657664437314";"2.3602404594341007";"0.0011899881000336685";"411862.0065431368";"2.6501331047081598"
"391";"HiddenExit";"1";"1";"2.1929700746897725";"0.6333996631968626";"2.715211690445283";"0";"250155.46350341308";"2.6459238952768613"
"392";"HiddenExit";"2";"0";"2.218772913542422";"0.676641846161854";"2.656877401890974";"0.00028639050662564413";"217996.40232481816";"2.6442050938146737"
"393";"HiddenExit";"3";"1";"2.1035551459373663";"0.543747917575859";"2.5395803747649808";"0";"267768.90227060823";"2.6498550115865447"
"394";"HiddenExit";"4";"0";"2.153273841881433";"0.5835256601927172";"2.821225348705074";"0.0002555343354490339";"268938.2515316418";"2.6500013235602813"
"404";"HiddenExit";"1";"1";"2.2111166129990667";"0.596278278900614";"2.4737116972135085";"0.007868286326829366";"387921.39459802984";"2.641768086811444"
"405";"HiddenExit";"2";"0";"2.2076685364973025";"0.5827854689595071";"2.4016771927573473";"0";"420282.47717174346";"2.6402012695540513"
"406";"HiddenExit";"3";"1";"2.1900053128553014";"0.5644361981536856";"2.432781346780733";"0.008930950574896488";"389309.30997195205";"2.6489959231114684"
"407";"HiddenExit";"4";"0";"2.218776224915831";"0.547150383970886";"2.420129462606592";"0.010053686143689906";"390699.46959954425";"2.661204539618735"
"417";"HiddenExit";"1";"1";"2.1727792045713423";"0.5758354624666406";"2.7038090294632804";"0.00637489523096217";"266277.5646027824";"2.6429465495878643"
"418";"HiddenExit";"2";"0";"2.154729564487264";"0.5429366358819765";"2.366812367284837";"0.008952240085237482";"346939.52786017815";"2.641945174182807"
"419";"HiddenExit";"3";"1";"2.0429979731296064";"0.516688680341344";"2.5370970994366377";"0.004635913937590822";"302522.5592453113";"2.6545686856347355"
"420";"HiddenExit";"4";"0";"2.185941918398045";"0.5552185853393414";"2.643794537826718";"0.005665470273043004";"344192.94558373914";"2.6623249563510756"
"5";"CarFromRight";"1";"0";"2.2055807706068973";"0.6089622728260369";"2.602936061726198";"0.0007181507311759778";"446234.0253507082";"2.643232490569813"
"6";"CarFromRight";"2";"1";"2.1360958411280624";"0.6164819766688967";"2.8079480836366164";"0";"350012.16976655985";"2.6501891161155164"
"7";"CarFromRight";"3";"0";"1.9937806037880776";"0.35577216139435475";"2.528516504041453";"0.00011364336835608493";"397171.4373626354";"2.658040659768277"
"8";"CarFromRight";"4";"1";"2.1862502072504277";"0.6455273566487372";"2.7291693968952124";"0.0010549725534837653";"378810.3683308275";"2.6488643448709412"
"18";"CarFromRight";"1";"0";"2.15976217544145";"0.5419820326912275";"2.632358288032164";"0.0021328463958080347";"288463.9332134828";"2.6433338254066103"
"19";"CarFromRight";"2";"1";"2.1223052461116185";"0.5181609040988122";"2.6407696611248928";"0.0011738753672827008";"340683.79278942704";"2.640415244376315"
"20";"CarFromRight";"3";"0";"2.1049638444604457";"0.5673836309163893";"2.7033655211409293";"0.012612879580834869";"342257.7575986581";"2.647937739075531"
"21";"CarFromRight";"4";"1";"2.078133438017812";"0.4656625436469759";"2.6435987898051465";"0";"340547.6649079182";"2.6475185146879974"
"31";"CarFromRight";"1";"0";"2.11811728365155";"0.456796863290879";"2.2209579828117363";"0.00229429277182403";"366281.1584081896";"2.6443980284286877"
"32";"CarFromRight";"2";"1";"1.6153754669874658";"0.3628020220861412";"2.393909253776424";"0.004605255394637053";"299477.7305562402";"2.6153268267209633"
"33";"CarFromRight";"3";"0";"2.1983084414173972";"0.4954239065223831";"2.315478820142871";"0.0004879889026534889";"352040.824950795";"2.6166296228102084"
"34";"CarFromRight";"4";"1";"2.155633868309642";"0.4714226335749725";"2.388360884674075";"0";"313454.41213225375";"2.674243872485493"
"44";"CarFromRight";"1";"0";"2.111931464730239";"0.5966401713896472";"2.4560615810689903";"0.002714352824569782";"483640.0170706112";"2.6420649847955273"
"45";"CarFromRight";"2";"1";"2.233305318621752";"0.5909393751440644";"2.548544588529392";"0.0010727770885475653";"463063.2779476421";"2.643606906541521"
"46";"CarFromRight";"3";"0";"2.0060239389011345";"0.4642395779737951";"2.4468254209205984";"0.0010273845338749218";"402170.6861186411";"2.6501448635867915"
"47";"CarFromRight";"4";"1";"2.155902155970868";"0.48893631007207494";"2.5346804821442377";"0.0012969724434457794";"421566.19368549867";"2.648245276684146"
"57";"CarFromRight";"1";"0";"2.190451536561277";"0.5841085413682707";"2.7524677146795766";"0.005131688243326334";"280071.22403803974";"2.6521687448678177"
"58";"CarFromRight";"2";"1";"1.7990312307079988";"0.28954892583566716";"2.228136794268036";"0.0006220538868135472";"306419.73260942905";"2.653348100275862"
"59";"CarFromRight";"3";"0";"2.2225219435743746";"0.6042563572858519";"2.660961653873991";"0.0002866191836574881";"312114.2307522646";"2.6506187444389084"
"60";"CarFromRight";"4";"1";"1.898497445501694";"0.27911212998184043";"2.389048570465412";"0";"291158.0220730772";"2.650834027390687"
"70";"CarFromRight";"1";"0";"2.133451439785545";"0.5027449610934607";"2.440278302500702";"0.011853146274495397";"376063.63355688733";"2.661967382141738"
"71";"CarFromRight";"2";"1";"2.0025768482765134";"0.5336776321116941";"2.5266162191397723";"0.004666251440390428";"359775.7836416627";"2.648271999572837"
"72";"CarFromRight";"3";"0";"1.8158075489195054";"0.4072300050941906";"2.003522559134284";"0.006062297140146566";"403684.6810302258";"2.6215982788498033"
"73";"CarFromRight";"4";"1";"2.1464053289400065";"0.5595456901170648";"2.502980327579121";"0.0015493629004410536";"367821.92507285153";"2.63909870346244"
"83";"CarFromRight";"1";"0";"2.1651120318841905";"0.49108364887435885";"2.317005238515989";"0.003496250182037739";"321929.5375172738";"2.6542258793949083"
"84";"CarFromRight";"2";"1";"1.7785057676093494";"0.37563319839498543";"2.330417741806122";"0.0007638128636698469";"330646.80132584006";"2.686548785064888"
"85";"CarFromRight";"3";"0";"2.0995165652922516";"0.5176765858489012";"2.284810095802327";"0.004340647182817845";"323719.3622177517";"2.650140219444346"
"86";"CarFromRight";"4";"1";"2.126154365567519";"0.4225855919262069";"2.179334471248451";"0.0037078698683685883";"359714.3437244638";"2.6569711048726345"
"96";"CarFromRight";"1";"0";"2.2360106023713757";"0.5536952647505267";"2.346070847643583";"0.0005643149163979535";"408002.45318131626";"2.6414859281582475"
"97";"CarFromRight";"2";"1";"2.2286496685070447";"0.5223947548516272";"2.3889095999832715";"0.009966905367627";"401374.683975715";"2.649155182454823"
"98";"CarFromRight";"3";"0";"2.064686570933037";"0.475806598508949";"2.3144182823248514";"0";"383370.69598587375";"2.6320316034086466"
"99";"CarFromRight";"4";"1";"2.1841753573936082";"0.5279859958176254";"2.307454750624707";"0.0014862553049294239";"393318.406019354";"2.654339558265179"
"109";"CarFromRight";"1";"0";"2.1914274596518935";"0.5269916719539869";"2.658674948284304";"0.000960890065947472";"250264.0209789065";"2.6386886356612345"
"110";"CarFromRight";"2";"1";"2.0627590417198998";"0.503004118560753";"2.5123206152609434";"0";"205511.43069433104";"2.6438657820171594"
"111";"CarFromRight";"3";"0";"2.0758401232557526";"0.5722108279066882";"2.552072148087363";"0.005006297725961891";"291755.1412214075";"2.618173167519973"
"112";"CarFromRight";"4";"1";"2.1255777764783947";"0.4873269760688297";"2.674544799931364";"0";"218575.57566634417";"2.6379287610650737"
"122";"CarFromRight";"1";"0";"2.1923203326335723";"0.5648024119024635";"2.7362810708991026";"0.00553415462742428";"242348.93800580627";"2.6482944236315897"
"123";"CarFromRight";"2";"1";"2.1288399566104443";"0.5493943087929822";"2.5512338254576035";"0.0011390435022334028";"387892.441304914";"2.649864108750058"
"124";"CarFromRight";"3";"0";"2.1399750307157466";"0.5831635884527091";"2.650439542141963";"0.01261107414885884";"297022.36161494703";"2.6398301812792195"
"125";"CarFromRight";"4";"1";"2.1766582997547426";"0.5135169430973443";"2.603493365268359";"0";"366551.6664243378";"2.650129368339285"
"135";"CarFromRight";"1";"0";"2.0179543875479027";"0.559731738882598";"2.6697430066216494";"0.0006820416342134469";"295464.4255190756";"2.6539864499865615"
"136";"CarFromRight";"2";"1";"2.1648099186519376";"0.5900826809499051";"2.6428802171419874";"0";"296325.7697530413";"2.6454543586126595"
"137";"CarFromRight";"3";"0";"2.0927281074601076";"0.44298899021391547";"2.4237893325292017";"0.00802849157132953";"333854.51166465506";"2.6323602102490953"
"138";"CarFromRight";"4";"1";"2.2404244888747447";"0.5588801334647884";"2.5609655807308087";"0.00763133132236793";"347932.09164142405";"2.6481613264487387"
"148";"CarFromRight";"1";"0";"2.169527409520968";"0.5332543699542032";"2.5638236097217018";"0.0005459265841981767";"423206.7879104918";"2.6557722513650623"
"149";"CarFromRight";"2";"1";"2.073557312383914";"0.5300692490483097";"2.3455380276729603";"0";"481623.55729398754";"2.6664529239090258"
"150";"CarFromRight";"3";"0";"2.1773263348649694";"0.550054213145919";"2.5028858463583363";"0.006053514081075644";"511462.6030731859";"2.6451988933787383"
"151";"CarFromRight";"4";"1";"2.1255618525103817";"0.5032940525332577";"2.279087898403244";"0.009279802548227772";"522227.8928260061";"2.627404502326145"
"161";"CarFromRight";"1";"0";"2.1618794600793274";"0.5291158275547359";"2.442146419646254";"0.00011833690154584613";"370268.32040858595";"2.6383309782549516"
"162";"CarFromRight";"2";"1";"2.2211560700088673";"0.49420571741804586";"2.431637100559872";"0.018922960709216292";"321534.89526695455";"2.651347642594142"
"163";"CarFromRight";"3";"0";"1.897044040325374";"0.36915424057453894";"2.2304290230796413";"0.007915414963820852";"408056.99767251493";"2.6310387132496906"
"164";"CarFromRight";"4";"1";"2.1710303762453957";"0.5406749121881465";"2.5214525783270476";"0";"352783.7976310089";"2.6535091876947723"
"174";"CarFromRight";"1";"0";"2.192899578317618";"0.5937789460856906";"2.793833833989998";"0.005396551759461878";"259426.24019986516";"2.63429769689343"
"175";"CarFromRight";"2";"1";"0";"0";"0";"0";"0";"0"
"176";"CarFromRight";"3";"0";"2.1445808438507976";"0.49011864436028985";"2.489294165454262";"0.019557032443548707";"420149.2380261929";"2.5134269340829167"
"177";"CarFromRight";"4";"1";"2.102142041660066";"0.5564643126719782";"2.554804383791825";"0.0012855216612377917";"322519.0654984272";"2.6148488745241325"
