"id";"taskname";"tasksequence";"istask";"sd1";"sd2";"dfaalphaall";"dfaalpha1";"dfaalpha2"
"310";"SideWind";"3";"1";"6.3";"67.6";"1.29";"1.917";"1.008"
"311";"SideWind";"4";"0";"7.2";"103.6";"1.349";"1.814";"1.177"
"321";"SideWind";"1";"1";"19.1";"135.9";"0.971";"1.71";"0.734"
"322";"SideWind";"2";"0";"19.2";"107.6";"1.005";"1.717";"0.833"
"323";"SideWind";"3";"1";"20.2";"111.6";"0.967";"1.691";"0.738"
"324";"SideWind";"4";"0";"18.1";"96.2";"0.849";"1.595";"0.706"
"334";"SideWind";"1";"1";"6.6";"44.2";"1.062";"1.745";"0.746"
"335";"SideWind";"2";"0";"7.5";"84.6";"1.295";"1.863";"1.076"
"336";"SideWind";"3";"1";"7";"92.1";"1.365";"1.873";"1.153"
"337";"SideWind";"4";"0";"8.1";"102.8";"1.42";"1.832";"1.166"
"347";"SideWind";"1";"1";"6.5";"56.1";"1.318";"1.738";"1.13"
"348";"SideWind";"2";"0";"6.2";"47.4";"1.359";"1.792";"1.191"
"349";"SideWind";"3";"1";"5.7";"50";"1.391";"1.746";"1.127"
"350";"SideWind";"4";"0";"5.6";"38";"1.275";"1.682";"1.095"
"360";"SideWind";"1";"1";"11.1";"64";"0.997";"1.565";"0.87"
"361";"SideWind";"2";"0";"11.4";"86.3";"1.214";"1.514";"1.169"
"362";"SideWind";"3";"1";"10.2";"58";"0.975";"1.703";"0.793"
"363";"SideWind";"4";"0";"9.9";"69.5";"1.307";"1.589";"1.236"
"373";"SideWind";"1";"1";"7";"42.2";"1.126";"1.65";"0.948"
"374";"SideWind";"2";"0";"5.3";"59.1";"1.316";"1.618";"1.201"
"375";"SideWind";"3";"1";"6.4";"40.6";"1.268";"1.704";"1.232"
"376";"SideWind";"4";"0";"6.6";"60.9";"1.343";"1.669";"1.249"
"386";"SideWind";"1";"1";"8.5";"70.6";"1.209";"1.823";"0.941"
"387";"SideWind";"2";"0";"6.2";"49.7";"1.251";"1.788";"1.044"
"388";"SideWind";"3";"1";"12.9";"111.8";"1.307";"1.909";"0.986"
"389";"SideWind";"4";"0";"9.2";"111.8";"1.36";"1.993";"1.083"
"399";"SideWind";"1";"1";"5.8";"41";"1.215";"1.906";"0.927"
"400";"SideWind";"2";"0";"4.9";"34.1";"1.089";"1.764";"0.873"
"401";"SideWind";"3";"1";"6.1";"78";"1.408";"1.791";"1.359"
"402";"SideWind";"4";"0";"5.9";"51.7";"1.301";"1.787";"1.12"
"412";"SideWind";"1";"1";"14";"81.2";"0.855";"1.796";"0.482"
"413";"SideWind";"2";"0";"12.1";"96.3";"1.205";"1.77";"0.969"
"414";"SideWind";"3";"1";"13.2";"83.2";"1.023";"1.88";"0.674"
"415";"SideWind";"4";"0";"10.8";"90.9";"1.123";"1.797";"0.906"
"425";"SideWind";"1";"1";"10.4";"95";"1.239";"1.884";"0.993"
"426";"SideWind";"2";"0";"13.6";"84.2";"1.191";"1.691";"1.094"
"427";"SideWind";"3";"1";"11.1";"98.7";"1.315";"1.838";"1.085"
"428";"SideWind";"4";"0";"15.3";"104.7";"1.114";"1.632";"0.843"
"13";"FICA";"1";"0";"10.1";"101.4";"1.62";"1.551";"1.844"
"26";"FICA";"1";"0";"6.7";"99.2";"1.425";"1.914";"1.111"
"39";"FICA";"1";"0";"5.1";"117.8";"1.493";"1.888";"1.281"
"52";"FICA";"1";"0";"4.1";"59.9";"1.636";"1.805";"1.633"
"65";"FICA";"1";"0";"4.5";"97.1";"1.503";"1.984";"1.169"
"78";"FICA";"1";"0";"7";"155.2";"1.487";"2.061";"1.235"
"91";"FICA";"1";"0";"14.5";"143.7";"1.183";"1.211";"1.037"
"104";"FICA";"1";"0";"9.3";"145.6";"1.401";"1.91";"1.308"
"117";"FICA";"1";"0";"6.2";"129.8";"1.421";"1.931";"1.03"
"130";"FICA";"1";"0";"6.6";"134.2";"1.582";"1.995";"1.496"
"143";"FICA";"1";"0";"5.6";"52.7";"1.353";"1.784";"1.17"
"156";"FICA";"1";"0";"9.9";"122.4";"1.545";"1.991";"1.454"
"169";"FICA";"1";"0";"4.4";"108.9";"1.734";"1.842";"1.605"
"182";"FICA";"1";"0";"11.5";"156.5";"1.272";"1.911";"1.17"
"195";"FICA";"1";"0";"20.4";"238";"1.134";"1.899";"0.999"
"208";"FICA";"1";"0";"5.7";"60";"1.407";"1.773";"1.236"
"221";"FICA";"1";"0";"8.4";"94.5";"1.415";"1.903";"1.143"
"234";"FICA";"1";"0";"4.2";"74";"1.373";"1.987";"1.153"
"247";"FICA";"1";"0";"8.8";"178.9";"1.552";"1.89";"1.442"
"260";"FICA";"1";"0";"6.3";"68.3";"1.29";"1.475";"1.06"
"273";"FICA";"1";"0";"11.6";"77.5";"1.094";"1.431";"0.964"
"286";"FICA";"1";"0";"7";"91.4";"1.294";"1.831";"0.852"
"299";"FICA";"1";"0";"5.7";"96.8";"1.377";"1.864";"1.311"
"312";"FICA";"1";"0";"6.3";"83.9";"1.458";"1.846";"1.325"
"325";"FICA";"1";"0";"11.6";"88.7";"1.125";"1.806";"1.015"
"338";"FICA";"1";"0";"7.9";"141.3";"1.472";"2.141";"1.272"
"351";"FICA";"1";"0";"5.3";"67.9";"1.268";"1.507";"1.093"
"364";"FICA";"1";"0";"8.7";"99.9";"1.162";"1.725";"1.036"
"377";"FICA";"1";"0";"6.4";"45.8";"0.915";"1.637";"0.661"
"390";"FICA";"1";"0";"9.2";"113.6";"1.435";"1.911";"1.22"
"403";"FICA";"1";"0";"6.4";"92.3";"1.575";"1.858";"1.568"
"416";"FICA";"1";"0";"17";"140.4";"1.155";"1.79";"0.875"
"429";"FICA";"1";"0";"11.5";"84.7";"1.039";"1.828";"0.691"
